,gene_P,gene_R,corr,cor
5150,SSH2,SSH2,0.088366785,<0.3
3077,MANBAL,MANBAL,0.088181615,<0.3
2467,HMGCLL1,HMGCLL1,0.088098243,<0.3
5479,TNNC2,TNNC2,0.088063687,<0.3
2451,HIST1H1C,HIST1H1C,0.087959122,<0.3
703,C10orf12,C10orf12,0.087894597,<0.3
1553,DHX35,DHX35,0.087893287,<0.3
919,CCDC120,CCDC120,0.087866056,<0.3
307,ARHGAP20,ARHGAP20,0.087764806,<0.3
3677,OGT,OGT,0.087754914,<0.3
710,C12orf4,C12orf4,0.087673644,<0.3
4144,PRX,PRX,0.087479771,<0.3
66,ACACB,ACACB,0.087343193,<0.3
6064,ZNF600,ZNF600,0.087287627,<0.3
3602,NRXN3,NRXN3,0.087027735,<0.3
5861,ZCCHC9,ZCCHC9,0.086981873,<0.3
5247,TBL3,TBL3,0.086790174,<0.3
1422,CTAGE4,CTAGE4,0.086745353,<0.3
3511,NEB,NEB,0.086613587,<0.3
5608,TUB,TUB,0.086608692,<0.3
5921,ZNF107,ZNF107,0.086479646,<0.3
6012,ZNF469,ZNF469,0.086174871,<0.3
6128,ZNRD1,ZNRD1,0.086150156,<0.3
2337,GRID1,GRID1,0.086065159,<0.3
3672,OBSCN,OBSCN,0.08606241,<0.3
2460,HIST2H3C,HIST2H3C,0.085988768,<0.3
1535,DENND2A,DENND2A,0.085847263,<0.3
2449,HIGD2A,HIGD2A,0.085779065,<0.3
2865,LAMA1,LAMA1,0.085630295,<0.3
5928,ZNF16,ZNF16,0.08552948,<0.3
40,ABHD12B,ABHD12B,0.085318321,<0.3
2777,KIF9,KIF9,0.085246364,<0.3
3150,MED30,MED30,0.085198686,<0.3
4755,SGCE,SGCE,0.085089853,<0.3
5381,TMEM106B,TMEM106B,0.084781239,<0.3
928,CCDC146,CCDC146,0.084755542,<0.3
1088,CEP350,CEP350,0.084677661,<0.3
3950,PIGS,PIGS,0.08461428,<0.3
3834,PDCD7,PDCD7,0.084468305,<0.3
5673,UNKL,UNKL,0.084455772,<0.3
3134,MDM4,MDM4,0.084428302,<0.3
4066,PPFIA4,PPFIA4,0.084338601,<0.3
2551,IFT80,IFT80,0.084188994,<0.3
4984,SMARCB1,SMARCB1,0.084113603,<0.3
3085,MAP3K7,MAP3K7,0.083879467,<0.3
3415,MYO1A,MYO1A,0.083692407,<0.3
2218,GEMIN8,GEMIN8,0.083530239,<0.3
5678,UQCRFS1,UQCRFS1,0.083501559,<0.3
3138,MED12L,MED12L,0.083427647,<0.3
4744,SETX,SETX,0.083420047,<0.3
2495,HPS5,HPS5,0.083371953,<0.3
660,BOK,BOK,0.083338645,<0.3
738,C17orf89,C17orf89,0.083276678,<0.3
4511,RPP21,RPP21,0.083222486,<0.3
4670,SEC11A,SEC11A,0.08305821,<0.3
301,AQR,AQR,0.082522926,<0.3
4814,SKAP1,SKAP1,0.082522755,<0.3
949,CCDC40,CCDC40,0.082493759,<0.3
4202,PUS7L,PUS7L,0.082480899,<0.3
2271,GNPTAB,GNPTAB,0.082441354,<0.3
4684,SELP,SELP,0.082379082,<0.3
4780,SHQ1,SHQ1,0.082244109,<0.3
6070,ZNF615,ZNF615,0.082185176,<0.3
2623,INVS,INVS,0.082163483,<0.3
5631,TYW1B,TYW1B,0.082147341,<0.3
4343,RFXANK,RFXANK,0.08195771,<0.3
5634,UBA52,UBA52,0.08180162,<0.3
917,CCDC115,CCDC115,0.081717601,<0.3
254,ANKRD12,ANKRD12,0.0815417,<0.3
1645,DYM,DYM,0.081512398,<0.3
5777,WRAP53,WRAP53,0.081244728,<0.3
2069,FBXO28,FBXO28,0.081228757,<0.3
2741,KIAA1199,KIAA1199,0.081188889,<0.3
1210,CHRNE,CHRNE,0.081151665,<0.3
3089,MAPK11,MAPK11,0.081145775,<0.3
1477,DAAM1,DAAM1,0.081063887,<0.3
943,CCDC158,CCDC158,0.081056104,<0.3
2546,IFNG,IFNG,0.081014801,<0.3
5231,TAF4B,TAF4B,0.08099413,<0.3
1735,ELL2,ELL2,0.080862761,<0.3
5007,SNAPC3,SNAPC3,0.080663996,<0.3
4069,PPIAL4G,PPIAL4G,0.080632993,<0.3
5974,ZNF331,ZNF331,0.080582328,<0.3
4480,RPL26L1,RPL26L1,0.080567049,<0.3
3043,LRTOMT,LRTOMT,0.080543365,<0.3
1925,EXOC6B,EXOC6B,0.080399989,<0.3
3441,NAA35,NAA35,0.080284857,<0.3
3605,NSMCE1,NSMCE1,0.080158517,<0.3
758,C1orf43,C1orf43,0.080127638,<0.3
6060,ZNF593,ZNF593,0.080059671,<0.3
4988,SMARCD3,SMARCD3,0.080034963,<0.3
2155,FRMPD1,FRMPD1,0.079919388,<0.3
4026,POLG,POLG,0.079535948,<0.3
298,APOL1,APOL1,0.079494214,<0.3
3687,OSBPL7,OSBPL7,0.079439624,<0.3
3414,MYO18B,MYO18B,0.079401824,<0.3
3299,MRPS11,MRPS11,0.079304077,<0.3
3779,PCDH18,PCDH18,0.07915211,<0.3
1039,CDK20,CDK20,0.079109429,<0.3
2833,KLF5,KLF5,0.078938338,<0.3
4543,RPS8,RPS8,0.078833141,<0.3
1355,COX7A2,COX7A2,0.078732918,<0.3
2359,GSPT2,GSPT2,0.078697907,<0.3
2361,GTF2A1,GTF2A1,0.078614282,<0.3
4956,SLC4A11,SLC4A11,0.07842517,<0.3
4527,RPS25,RPS25,0.078403309,<0.3
4170,PSMG2,PSMG2,0.078089537,<0.3
3270,MRPL21,MRPL21,0.07795254,<0.3
2421,HAUS4,HAUS4,0.077847108,<0.3
6063,ZNF599,ZNF599,0.077839787,<0.3
5902,ZKSCAN1,ZKSCAN1,0.077803256,<0.3
5938,ZNF222,ZNF222,0.077649624,<0.3
1085,CEP152,CEP152,0.077509053,<0.3
625,BIRC3,BIRC3,0.077368112,<0.3
3471,NDNL2,NDNL2,0.077290865,<0.3
4034,POLR2D,POLR2D,0.077233924,<0.3
2709,KCNS3,KCNS3,0.077177693,<0.3
5024,SNRPA,SNRPA,0.077000533,<0.3
4189,PTPN4,PTPN4,0.076786321,<0.3
4187,PTPN22,PTPN22,0.076741046,<0.3
984,CCNDBP1,CCNDBP1,0.076647502,<0.3
4476,RPL23,RPL23,0.076636527,<0.3
5051,SP1,SP1,0.076529718,<0.3
350,ARPC3,ARPC3,0.076442002,<0.3
5166,STIM2,STIM2,0.076313767,<0.3
1474,CYTH2,CYTH2,0.076291786,<0.3
2901,LGR5,LGR5,0.076146416,<0.3
776,C2orf68,C2orf68,0.076085842,<0.3
4463,RPL11,RPL11,0.076080186,<0.3
6081,ZNF668,ZNF668,0.076064877,<0.3
4502,RPL7A,RPL7A,0.076026945,<0.3
4318,RDH12,RDH12,0.075894065,<0.3
913,CCDC102A,CCDC102A,0.075707521,<0.3
631,BLOC1S3,BLOC1S3,0.075559708,<0.3
3505,NDUFS6,NDUFS6,0.075528104,<0.3
4074,PPIL6,PPIL6,0.075489584,<0.3
5584,TSTD2,TSTD2,0.075489207,<0.3
4473,RPL21,RPL21,0.07545474,<0.3
5346,TIMM22,TIMM22,0.075146393,<0.3
2641,ITGAE,ITGAE,0.07510969,<0.3
2436,HECW2,HECW2,0.075095568,<0.3
5203,SUPT4H1,SUPT4H1,0.074821963,<0.3
1048,CDKN1C,CDKN1C,0.074818941,<0.3
5757,WDR5B,WDR5B,0.074492516,<0.3
1087,CEP192,CEP192,0.073681126,<0.3
1381,CREB5,CREB5,0.073611734,<0.3
2682,KAT5,KAT5,0.073608626,<0.3
3037,LRRCC1,LRRCC1,0.073554539,<0.3
4179,PTN,PTN,0.073110904,<0.3
1962,FAM13B,FAM13B,0.072952752,<0.3
3334,MTERFD2,MTERFD2,0.07283417,<0.3
3965,PIK3R4,PIK3R4,0.072455659,<0.3
4334,REV3L,REV3L,0.072373092,<0.3
4761,SH2D4B,SH2D4B,0.072186812,<0.3
1028,CDC73,CDC73,0.072051645,<0.3
2984,LRCH2,LRCH2,0.071552558,<0.3
3695,OSTC,OSTC,0.071498654,<0.3
1677,ECM2,ECM2,0.071417347,<0.3
234,AMY2B,AMY2B,0.071322579,<0.3
2085,FGFR1,FGFR1,0.07126241,<0.3
5343,TIGD7,TIGD7,0.071220422,<0.3
5592,TTC23L,TTC23L,0.071159643,<0.3
1256,CKM,CKM,0.071145297,<0.3
5906,ZMAT1,ZMAT1,0.07107565,<0.3
5894,ZFP36,ZFP36,0.071009267,<0.3
3683,ORM1,ORM1,0.070656315,<0.3
3678,OLFM1,OLFM1,0.070528158,<0.3
217,ALS2CR11,ALS2CR11,0.070489943,<0.3
331,ARL5A,ARL5A,0.070438916,<0.3
2044,FARP1,FARP1,0.070430561,<0.3
4470,RPL18,RPL18,0.070262448,<0.3
2077,FCHO1,FCHO1,0.070235605,<0.3
3140,MED14,MED14,0.070149147,<0.3
773,C2CD4C,C2CD4C,0.06996631,<0.3
4081,PPP3CB,PPP3CB,0.069926339,<0.3
4232,RABGEF1,RABGEF1,0.069799938,<0.3
5612,TUBA8,TUBA8,0.069584277,<0.3
4692,SEMA6C,SEMA6C,0.06958182,<0.3
3947,PIGK,PIGK,0.069526135,<0.3
3121,MBTD1,MBTD1,0.069327709,<0.3
1636,DTNBP1,DTNBP1,0.069195542,<0.3
179,AHCTF1,AHCTF1,0.069129815,<0.3
4024,POLD4,POLD4,0.069028802,<0.3
3063,LZTS1,LZTS1,0.06890324,<0.3
4352,RGS19,RGS19,0.068871462,<0.3
2162,FTL,FTL,0.068857817,<0.3
4464,RPL12,RPL12,0.068854411,<0.3
1595,DNAH2,DNAH2,0.068533597,<0.3
5680,UQCRQ,UQCRQ,0.068500806,<0.3
4765,SH3GL2,SH3GL2,0.06849129,<0.3
1348,COX10,COX10,0.068486744,<0.3
2681,KAT2B,KAT2B,0.068389934,<0.3
5927,ZNF146,ZNF146,0.068274433,<0.3
849,CABYR,CABYR,0.068262035,<0.3
5366,TLR7,TLR7,0.068193977,<0.3
4987,SMARCD2,SMARCD2,0.068059452,<0.3
4504,RPL9,RPL9,0.068000239,<0.3
3473,NDST1,NDST1,0.067946337,<0.3
6117,ZNF841,ZNF841,0.06778373,<0.3
3788,PCDHB11,PCDHB11,0.067744744,<0.3
1569,DLC1,DLC1,0.067702089,<0.3
4752,SFPQ,SFPQ,0.067576837,<0.3
4896,SLC25A46,SLC25A46,0.067478762,<0.3
2772,KIF5A,KIF5A,0.067433387,<0.3
6003,ZNF436,ZNF436,0.067428512,<0.3
5125,SRRD,SRRD,0.067331508,<0.3
5660,UCK1,UCK1,0.067084612,<0.3
1554,DIDO1,DIDO1,0.066974412,<0.3
4817,SKIL,SKIL,0.066955481,<0.3
873,CAMK2B,CAMK2B,0.06686582,<0.3
6082,ZNF675,ZNF675,0.066835919,<0.3
1109,CHD5,CHD5,0.066695086,<0.3
4654,SCN9A,SCN9A,0.066669509,<0.3
1949,F8,F8,0.066569749,<0.3
1484,DAZAP1,DAZAP1,0.066530675,<0.3
5251,TCEAL2,TCEAL2,0.066406979,<0.3
933,CCDC151,CCDC151,0.066403262,<0.3
5751,WDR36,WDR36,0.066191841,<0.3
2611,INO80C,INO80C,0.06618449,<0.3
3413,MYO16,MYO16,0.066181014,<0.3
4225,RAB40AL,RAB40AL,0.066157916,<0.3
2592,IKZF5,IKZF5,0.066143241,<0.3
5741,WASF3,WASF3,0.065995258,<0.3
138,ADCY7,ADCY7,0.065834095,<0.3
2448,HIF3A,HIF3A,0.065565893,<0.3
6072,ZNF623,ZNF623,0.065196893,<0.3
4093,PRDM15,PRDM15,0.06510148,<0.3
4641,SCN11A,SCN11A,0.065063753,<0.3
293,APOB,APOB,0.064971488,<0.3
4934,SLC29A1,SLC29A1,0.064883692,<0.3
5528,TRAPPC2L,TRAPPC2L,0.064788267,<0.3
4210,RAB11A,RAB11A,0.064373972,<0.3
2745,KIAA1430,KIAA1430,0.064061017,<0.3
2264,GNAZ,GNAZ,0.063882591,<0.3
4580,RYR2,RYR2,0.063274541,<0.3
447,ATRIP,ATRIP,0.063207785,<0.3
4850,SLC25A23,SLC25A23,0.063143527,<0.3
1037,CDK14,CDK14,0.06306718,<0.3
4059,POU2F1,POU2F1,0.062965267,<0.3
3130,MCOLN1,MCOLN1,0.062814151,<0.3
5122,SRP72,SRP72,0.062788836,<0.3
433,ATP6V1E1,ATP6V1E1,0.0627374,<0.3
3215,MLH1,MLH1,0.062603787,<0.3
3684,ORMDL1,ORMDL1,0.062561176,<0.3
4474,RPL22,RPL22,0.062469179,<0.3
1501,DCTN5,DCTN5,0.062453879,<0.3
5630,TYW1,TYW1,0.062399601,<0.3
2766,KIF26A,KIF26A,0.062083497,<0.3
5099,SPRED1,SPRED1,0.062051609,<0.3
712,C12orf63,C12orf63,0.062047751,<0.3
3444,NACA,NACA,0.061827321,<0.3
932,CCDC150,CCDC150,0.061812534,<0.3
4538,RPS6,RPS6,0.061778361,<0.3
927,CCDC144A,CCDC144A,0.061768969,<0.3
4471,RPL18A,RPL18A,0.061570393,<0.3
983,CCNC,CCNC,0.061504184,<0.3
4061,POU2F3,POU2F3,0.06137658,<0.3
1358,COX7C,COX7C,0.061223803,<0.3
4333,REV1,REV1,0.061113905,<0.3
3142,MED16,MED16,0.061023793,<0.3
3709,PABPC1L,PABPC1L,0.061006656,<0.3
4313,RCBTB1,RCBTB1,0.060960961,<0.3
1725,EIF3K,EIF3K,0.060940675,<0.3
5668,ULK1,ULK1,0.060278246,<0.3
610,BCOR,BCOR,0.060231192,<0.3
5925,ZNF131,ZNF131,0.059783082,<0.3
3806,PCDHGA1,PCDHGA1,0.059618679,<0.3
4197,PTPRU,PTPRU,0.059546987,<0.3
97,ADAM12,ADAM12,0.059545495,<0.3
5907,ZMAT2,ZMAT2,0.059519251,<0.3
5045,SOX13,SOX13,0.059504464,<0.3
201,ALB,ALB,0.05933428,<0.3
1080,CENPE,CENPE,0.059316975,<0.3
3305,MRPS18C,MRPS18C,0.059222454,<0.3
119,ADCY2,ADCY2,0.059110983,<0.3
1103,CFP,CFP,0.058736898,<0.3
4220,RAB37,RAB37,0.058728847,<0.3
4221,RAB39B,RAB39B,0.058717506,<0.3
1491,DCHS2,DCHS2,0.058440795,<0.3
5654,UBR4,UBR4,0.058428499,<0.3
5514,TP63,TP63,0.058102887,<0.3
1931,EXOSC4,EXOSC4,0.058100065,<0.3
3091,MAPK15,MAPK15,0.057987403,<0.3
1658,DZIP1,DZIP1,0.057985815,<0.3
1417,CSNK1G2,CSNK1G2,0.057828188,<0.3
3456,NBEAL1,NBEAL1,0.057715776,<0.3
1610,DNASE1L3,DNASE1L3,0.057672559,<0.3
3164,MEN1,MEN1,0.057501819,<0.3
4431,RNFT2,RNFT2,0.057465223,<0.3
3293,MRPL52,MRPL52,0.057451251,<0.3
4268,RAP2A,RAP2A,0.057381016,<0.3
1548,DGUOK,DGUOK,0.057363059,<0.3
1694,EEF1A2,EEF1A2,0.057356614,<0.3
3497,NDUFB9,NDUFB9,0.056892832,<0.3
4937,SLC2A3,SLC2A3,0.056757138,<0.3
5701,USP46,USP46,0.056482642,<0.3
3430,MYSM1,MYSM1,0.056355043,<0.3
4358,RHOJ,RHOJ,0.056209053,<0.3
4377,RIF1,RIF1,0.056046267,<0.3
2737,KIAA1009,KIAA1009,0.055895306,<0.3
4958,SLC4A3,SLC4A3,0.055867544,<0.3
3256,MPHOSPH9,MPHOSPH9,0.055833158,<0.3
4035,POLR2E,POLR2E,0.055688927,<0.3
3125,MCF2L2,MCF2L2,0.055363244,<0.3
3809,PCDHGA2,PCDHGA2,0.055263507,<0.3
5266,TEAD1,TEAD1,0.055183267,<0.3
3286,MRPL43,MRPL43,0.055165477,<0.3
4309,RBP4,RBP4,0.054999794,<0.3
3297,MRPL9,MRPL9,0.054442636,<0.3
4450,ROR2,ROR2,0.054374506,<0.3
2669,JOSD2,JOSD2,0.054047256,<0.3
3830,PCNXL2,PCNXL2,0.053707183,<0.3
5082,SPEN,SPEN,0.053341427,<0.3
5555,TRIM69,TRIM69,0.053283976,<0.3
6124,ZNHIT1,ZNHIT1,0.05320148,<0.3
4492,RPL36A,RPL36A,0.053144873,<0.3
4307,RBMX2,RBMX2,0.053093889,<0.3
3525,NFRKB,NFRKB,0.052850571,<0.3
6027,ZNF511,ZNF511,0.052772432,<0.3
2186,GABPB1,GABPB1,0.052740255,<0.3
5903,ZKSCAN4,ZKSCAN4,0.052720944,<0.3
1408,CRY1,CRY1,0.052674841,<0.3
1791,EPC1,EPC1,0.052645238,<0.3
2744,KIAA1407,KIAA1407,0.052189057,<0.3
4036,POLR2F,POLR2F,0.051900168,<0.3
4041,POLR3A,POLR3A,0.051816922,<0.3
2718,KDM1B,KDM1B,0.0517754,<0.3
2722,KDM6A,KDM6A,0.05160255,<0.3
1042,CDK8,CDK8,0.051580127,<0.3
5257,TCHH,TCHH,0.051409864,<0.3
5949,ZNF257,ZNF257,0.051300618,<0.3
4768,SH3RF3,SH3RF3,0.051193482,<0.3
2003,FAM86B2,FAM86B2,0.051186615,<0.3
4668,SDHB,SDHB,0.051085442,<0.3
4856,SLC25A41,SLC25A41,0.050893557,<0.3
4388,RIMKLB,RIMKLB,0.050841839,<0.3
6065,ZNF605,ZNF605,0.050731904,<0.3
5114,SREBF2,SREBF2,0.050582616,<0.3
2981,LOXHD1,LOXHD1,0.050492177,<0.3
4006,PLRG1,PLRG1,0.050300253,<0.3
5077,SPCS1,SPCS1,0.05023334,<0.3
5714,VASH1,VASH1,0.050215343,<0.3
3454,NAV3,NAV3,0.049876056,<0.3
5473,TMUB2,TMUB2,0.049829071,<0.3
25,ABCB5,ABCB5,0.049823509,<0.3
5898,ZFP91,ZFP91,0.049791463,<0.3
3978,PKN3,PKN3,0.049561079,<0.3
5085,SPIN2B,SPIN2B,0.049400945,<0.3
5281,TERT,TERT,0.049323959,<0.3
690,BTRC,BTRC,0.049096218,<0.3
3129,MCM9,MCM9,0.049090643,<0.3
4227,RAB8A,RAB8A,0.048876013,<0.3
3703,OTUD7A,OTUD7A,0.048753009,<0.3
948,CCDC39,CCDC39,0.048664988,<0.3
325,ARL1,ARL1,0.048523897,<0.3
5187,STOX2,STOX2,0.048351528,<0.3
3442,NAA38,NAA38,0.048185739,<0.3
3948,PIGN,PIGN,0.04818462,<0.3
5770,WHAMM,WHAMM,0.047854985,<0.3
3034,LRRC8A,LRRC8A,0.047854005,<0.3
3467,NCOA4,NCOA4,0.047839392,<0.3
4494,RPL37,RPL37,0.047796738,<0.3
4545,RPSA,RPSA,0.047670045,<0.3
2071,FBXO43,FBXO43,0.047630471,<0.3
5816,YWHAG,YWHAG,0.047452631,<0.3
1601,DNAH9,DNAH9,0.047292156,<0.3
2886,LDB1,LDB1,0.046845239,<0.3
2340,GRIK5,GRIK5,0.046576948,<0.3
3021,LRRC36,LRRC36,0.046505047,<0.3
4014,PMFBP1,PMFBP1,0.04639351,<0.3
5072,SPATA6,SPATA6,0.045953965,<0.3
4186,PTPN21,PTPN21,0.045939403,<0.3
118,ADCK5,ADCK5,0.045831098,<0.3
3554,NOC4L,NOC4L,0.045818266,<0.3
5517,TPR,TPR,0.045787747,<0.3
5352,TLL1,TLL1,0.045399186,<0.3
4536,RPS4X,RPS4X,0.045386056,<0.3
1000,CCT6B,CCT6B,0.045274652,<0.3
2729,KIAA0226,KIAA0226,0.045253547,<0.3
280,AP2S1,AP2S1,0.045187411,<0.3
4375,RIC3,RIC3,0.045067186,<0.3
3894,PFKFB4,PFKFB4,0.045039265,<0.3
3890,PEX3,PEX3,0.044800362,<0.3
3257,MPO,MPO,0.044272349,<0.3
3567,NPAS3,NPAS3,0.04417392,<0.3
4743,SETDB2,SETDB2,0.044101587,<0.3
5747,WDR18,WDR18,0.04387828,<0.3
1604,DNAJB7,DNAJB7,0.043780804,<0.3
3770,PBRM1,PBRM1,0.043753537,<0.3
4520,RPS18,RPS18,0.043738476,<0.3
3579,NR3C2,NR3C2,0.043674907,<0.3
4640,SCML4,SCML4,0.043651281,<0.3
3854,PDHB,PDHB,0.043521309,<0.3
6121,ZNF92,ZNF92,0.043344898,<0.3
5488,TOMM6,TOMM6,0.043031175,<0.3
5994,ZNF408,ZNF408,0.042958021,<0.3
957,CCDC66,CCDC66,0.042805274,<0.3
1534,DEF8,DEF8,0.042686655,<0.3
389,ATF2,ATF2,0.042622383,<0.3
1257,CKMT2,CKMT2,0.042572937,<0.3
3493,NDUFB5,NDUFB5,0.042550779,<0.3
6057,ZNF57,ZNF57,0.042278042,<0.3
4769,SH3TC1,SH3TC1,0.042072441,<0.3
1538,DENND5B,DENND5B,0.041947463,<0.3
5547,TRIM61,TRIM61,0.041935863,<0.3
4490,RPL35A,RPL35A,0.041873931,<0.3
3082,MAP3K11,MAP3K11,0.041723629,<0.3
5256,TCF7,TCF7,0.041662014,<0.3
3718,PANK1,PANK1,0.04144214,<0.3
1556,DIRAS2,DIRAS2,0.041366269,<0.3
3067,MAD2L1BP,MAD2L1BP,0.041197994,<0.3
5155,SSU72,SSU72,0.041185795,<0.3
3769,PAX3,PAX3,0.041035209,<0.3
2485,HOXB9,HOXB9,0.041020849,<0.3
4160,PSMB2,PSMB2,0.040795273,<0.3
4503,RPL8,RPL8,0.040739781,<0.3
1671,EBF3,EBF3,0.040477509,<0.3
2679,KALRN,KALRN,0.040453493,<0.3
1411,CSGALNACT1,CSGALNACT1,0.040353857,<0.3
1333,COMMD4,COMMD4,0.039996166,<0.3
3642,NTRK3,NTRK3,0.039961255,<0.3
5470,TMTC2,TMTC2,0.039633966,<0.3
2227,GIPC2,GIPC2,0.039581676,<0.3
2363,GTF2H2,GTF2H2,0.039392436,<0.3
5606,TTN,TTN,0.039331263,<0.3
1815,ERCC1,ERCC1,0.039260913,<0.3
3476,NDUFA12,NDUFA12,0.03903699,<0.3
2336,GRIA3,GRIA3,0.039032992,<0.3
5543,TRIM44,TRIM44,0.038947395,<0.3
4007,PLXDC1,PLXDC1,0.038867828,<0.3
2588,IK,IK,0.038796768,<0.3
5697,USP37,USP37,0.038568538,<0.3
5324,TGOLN2,TGOLN2,0.038450896,<0.3
165,AGAP5,AGAP5,0.038420293,<0.3
3474,NDUFA10,NDUFA10,0.038370236,<0.3
5002,SMURF2,SMURF2,0.037897066,<0.3
1343,COQ10A,COQ10A,0.037857287,<0.3
5219,TADA2B,TADA2B,0.037829665,<0.3
76,ACOX2,ACOX2,0.037781361,<0.3
4544,RPS9,RPS9,0.037538775,<0.3
5232,TAF6,TAF6,0.037448619,<0.3
5890,ZFHX4,ZFHX4,0.037252339,<0.3
2832,KLF4,KLF4,0.037240304,<0.3
4532,RPS28,RPS28,0.037178979,<0.3
1307,CNTNAP1,CNTNAP1,0.036822197,<0.3
1755,EML6,EML6,0.036403698,<0.3
1663,E2F7,E2F7,0.036288793,<0.3
3160,MEFV,MEFV,0.036196384,<0.3
3095,MAPK8,MAPK8,0.035871145,<0.3
2524,HSPB7,HSPB7,0.03566659,<0.3
4497,RPL39,RPL39,0.035597623,<0.3
5218,TADA2A,TADA2A,0.035361638,<0.3
5050,SOX6,SOX6,0.035172249,<0.3
5831,ZC3H10,ZC3H10,0.035102354,<0.3
3163,MELK,MELK,0.035008823,<0.3
6073,ZNF624,ZNF624,0.034895613,<0.3
3180,MGAT5,MGAT5,0.034843985,<0.3
5629,TYROBP,TYROBP,0.034736931,<0.3
883,CARD10,CARD10,0.034661341,<0.3
5025,SNRPB,SNRPB,0.034571395,<0.3
5946,ZNF250,ZNF250,0.03454962,<0.3
5953,ZNF275,ZNF275,0.034347013,<0.3
3846,PDE8A,PDE8A,0.034327098,<0.3
3945,PIGC,PIGC,0.034131587,<0.3
4812,SIVA1,SIVA1,0.034035858,<0.3
2405,H3F3C,H3F3C,0.03389075,<0.3
434,ATP6V1E2,ATP6V1E2,0.03379554,<0.3
3268,MRPL19,MRPL19,0.033695781,<0.3
5208,SYCP2,SYCP2,0.033424611,<0.3
1298,CNOT10,CNOT10,0.033289356,<0.3
4426,RNF41,RNF41,0.033143792,<0.3
1426,CTCFL,CTCFL,0.03293544,<0.3
207,ALG12,ALG12,0.032862421,<0.3
609,BCLAF1,BCLAF1,0.032542129,<0.3
1316,COG4,COG4,0.032480552,<0.3
3279,MRPL35,MRPL35,0.032400519,<0.3
3135,MEAF6,MEAF6,0.032377112,<0.3
3443,NAALADL1,NAALADL1,0.032333543,<0.3
14,ABCA6,ABCA6,0.032295844,<0.3
4212,RAB11FIP2,RAB11FIP2,0.032289264,<0.3
91,ACTR10,ACTR10,0.032274484,<0.3
2004,FAM89B,FAM89B,0.032272507,<0.3
1089,CEP57,CEP57,0.032010575,<0.3
4782,SHROOM4,SHROOM4,0.031941458,<0.3
4601,SBNO2,SBNO2,0.031940297,<0.3
3922,PHACTR1,PHACTR1,0.031889394,<0.3
3209,MIPOL1,MIPOL1,0.031714905,<0.3
1536,DENND2C,DENND2C,0.031616839,<0.3
4478,RPL24,RPL24,0.031553303,<0.3
3810,PCDHGA3,PCDHGA3,0.031505588,<0.3
3720,PANX2,PANX2,0.031309674,<0.3
443,ATP9A,ATP9A,0.031268004,<0.3
3938,PHOSPHO1,PHOSPHO1,0.03116223,<0.3
4411,RNF185,RNF185,0.031003789,<0.3
5383,TMEM110,TMEM110,0.030907269,<0.3
1650,DYRK1B,DYRK1B,0.030846387,<0.3
4238,RAD51,RAD51,0.030768582,<0.3
4477,RPL23A,RPL23A,0.03071043,<0.3
5611,TUBA4A,TUBA4A,0.030400286,<0.3
6092,ZNF711,ZNF711,0.030195742,<0.3
4078,PPP2R2C,PPP2R2C,0.030137261,<0.3
2672,JPH2,JPH2,0.030087197,<0.3
1643,DUSP27,DUSP27,0.030044703,<0.3
3152,MED4,MED4,0.02992271,<0.3
5049,SOX5,SOX5,0.029839733,<0.3
408,ATP1A2,ATP1A2,0.029732224,<0.3
3156,MED9,MED9,0.02954196,<0.3
4570,RSL24D1,RSL24D1,0.029190099,<0.3
628,BLK,BLK,0.029162691,<0.3
3512,NECAB3,NECAB3,0.029159093,<0.3
5690,USMG5,USMG5,0.028997791,<0.3
333,ARL6IP1,ARL6IP1,0.028597308,<0.3
3698,OTOF,OTOF,0.028119216,<0.3
3498,NDUFC1,NDUFC1,0.028094153,<0.3
4009,PLXNA2,PLXNA2,0.027713322,<0.3
228,AMBRA1,AMBRA1,0.027688108,<0.3
3492,NDUFB4,NDUFB4,0.027625198,<0.3
4433,RNPS1,RNPS1,0.027513123,<0.3
3673,ODF2L,ODF2L,0.027247951,<0.3
2427,HCN4,HCN4,0.027113171,<0.3
6035,ZNF568,ZNF568,0.027028198,<0.3
5221,TAF1,TAF1,0.0269911,<0.3
3123,MBTPS2,MBTPS2,0.026917618,<0.3
1555,DIRAS1,DIRAS1,0.02678685,<0.3
3929,PHF20,PHF20,0.026713916,<0.3
4158,PSMA7,PSMA7,0.026604895,<0.3
6120,ZNF91,ZNF91,0.026598382,<0.3
4521,RPS19BP1,RPS19BP1,0.026590893,<0.3
4120,PROC,PROC,0.02648992,<0.3
3173,MFAP1,MFAP1,0.026164977,<0.3
3457,NBPF1,NBPF1,0.026040135,<0.3
4430,RNFT1,RNFT1,0.026006241,<0.3
822,C9orf117,C9orf117,0.02600261,<0.3
5193,STX11,STX11,0.025883163,<0.3
2690,KCNB1,KCNB1,0.025643176,<0.3
2372,GTF3C6,GTF3C6,0.025516194,<0.3
2000,FAM83G,FAM83G,0.025112974,<0.3
2198,GAS8,GAS8,0.025053959,<0.3
4505,RPLP0,RPLP0,0.024626876,<0.3
4524,RPS21,RPS21,0.024619253,<0.3
4944,SLC34A3,SLC34A3,0.024503564,<0.3
3757,PARL,PARL,0.024487369,<0.3
2910,LIN37,LIN37,0.024430621,<0.3
